cohort	tool	tool_key	n	n_clusters	cluster_unit	comp_mae	comp_mae_ci_lo	comp_mae_ci_hi	comp_bias	comp_bias_ci_lo	comp_bias_ci_hi	comp_rmse	comp_r2	comp_r2_pearson	cont_mae	cont_mae_ci_lo	cont_mae_ci_hi	cont_bias	cont_bias_ci_lo	cont_bias_ci_hi	cont_rmse	cont_r2	cont_r2_pearson	true_comp_mean	true_cont_mean	true_comp_sd	true_cont_sd	r2_min_truth_sd_pp	comp_r2_interpretable	cont_r2_interpretable	denominator	note	panel	assembly	n_panel_organisms	assembly_median_bin_n50	assembly_contigs	orf_integrity_compromised
balanced_panel_comp>=50|mgiseq_t7	MAGICC V5	magicc	37	37	accession	4.8262	3.1095	6.9972	2.2164	-0.4918	4.2619	7.9322	0.4346	0.5703	1.3596	0.7252	2.3818	1.3596	0.7252	2.3818	3.0394	-3435.5686	0.0175	91.778	0.0283	10.694	0.0526	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50	mgiseq_t7	37	1645	52093	False
balanced_panel_comp>=50|mgiseq_t7	CheckM2 1.0.1	checkm2	37	37	accession	7.4545	4.7954	10.2172	-4.6292	-8.0262	-1.4113	11.2035	-0.128	0.8501	1.6479	1.0206	2.3677	1.6479	1.0206	2.3677	2.6209	-2554.255	0.1852	91.778	0.0283	10.694	0.0526	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50	mgiseq_t7	37	1645	52093	False
balanced_panel_comp>=50|mgiseq_t7	CoCoPyE 0.5.0	cocopye	37	37	accession	6.0111	4.0469	8.0864	5.132	2.9797	7.4539	8.7465	0.3125	0.6383	8.6147	5.4662	11.8651	8.6143	5.4658	11.8645	13.1585	-64410.3082	0.4274	91.778	0.0283	10.694	0.0526	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50	mgiseq_t7	37	1645	52093	False
balanced_panel_comp>=50|mgiseq_t7	DeepCheck	deepcheck	37	37	accession	7.8536	5.0824	10.8268	-6.1255	-9.5498	-2.9712	11.8632	-0.2647	0.8777	1.6134	1.0181	2.2263	1.5012	0.8607	2.1447	2.4796	-2286.2909	0.4063	91.778	0.0283	10.694	0.0526	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50	mgiseq_t7	37	1645	52093	False
balanced_panel_comp>=50_leakage_free|pacbio	MAGICC V5	magicc	14	14	accession	1.0786	0.2743	2.3649	-0.7906	-2.1538	0.1095	2.3803	-59.927	0.0664	1.8655	0.526	3.7551	1.8655	0.526	3.7551	3.8108	-639.4731	0.001	99.805	0.0418	0.316	0.1563	5.0	False	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	pacbio	14	1853991	30	False
balanced_panel_comp>=50_leakage_free|pacbio	CheckM2 1.0.1	checkm2	14	14	accession	0.1834	0.0498	0.3362	0.1726	0.0339	0.3264	0.3412	-0.2521	0.0748	0.7582	0.2825	1.4169	0.7104	0.2004	1.3756	1.3136	-75.1033	0.0168	99.805	0.0418	0.316	0.1563	5.0	False	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	pacbio	14	1853991	30	False
balanced_panel_comp>=50_leakage_free|pacbio	CoCoPyE 0.5.0	cocopye	14	14	accession	0.3394	0.1552	0.5278	-0.0284	-0.3006	0.2297	0.4999	-1.6878	0.0177	0.202	0.0	0.4629	0.1185	-0.0835	0.3794	0.4654	-8.5527	0.0119	99.805	0.0418	0.316	0.1563	5.0	False	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	pacbio	14	1853991	30	False
balanced_panel_comp>=50_leakage_free|pacbio	DeepCheck	deepcheck	14	14	accession	1.016	0.6954	1.3722	-1.016	-1.3722	-0.6954	1.1984	-14.4445	0.0008	0.5009	0.2712	0.7701	0.1836	-0.1381	0.5503	0.6916	-20.0944	0.0134	99.805	0.0418	0.316	0.1563	5.0	False	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	pacbio	14	1853991	30	False
balanced_panel_comp>=50_leakage_free|minion	MAGICC V5	magicc	14	14	accession	5.5331	2.5148	9.3495	-3.8666	-8.3755	-0.1921	8.6233	-22.9456	0.0868	0.9317	0.2662	2.0333	0.6375	-0.1287	1.8308	2.0591	-7.0335	0.0013	98.904	0.2815	1.829	0.7539	5.0	False	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	minion	14	313692	218	True
balanced_panel_comp>=50_leakage_free|minion	CheckM2 1.0.1	checkm2	14	14	accession	53.1784	44.6662	60.9239	-53.1784	-60.9239	-44.6662	55.3968	-987.2051	0.0237	3.6192	2.5279	4.8255	3.6192	2.5279	4.8255	4.2498	-33.221	0.0945	98.904	0.2815	1.829	0.7539	5.0	False	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	minion	14	313692	218	True
balanced_panel_comp>=50_leakage_free|minion	CoCoPyE 0.5.0	cocopye	14	14	accession	2.2176	1.2361	3.1858	-1.5905	-2.8535	-0.3083	2.892	-1.6933	0.3919	21.5756	19.7445	23.1376	21.5756	19.7445	23.1376	21.8194	-901.0617	0.0001	98.904	0.2815	1.829	0.7539	5.0	False	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	minion	14	313692	218	True
balanced_panel_comp>=50_leakage_free|minion	DeepCheck	deepcheck	14	14	accession	60.8884	52.6802	68.7315	-60.8884	-68.7315	-52.6802	62.7993	-1268.9488	0.0189	3.0878	2.0183	4.1761	2.8089	1.4679	4.0714	3.7342	-25.421	0.0416	98.904	0.2815	1.829	0.7539	5.0	False	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	minion	14	313692	218	True
balanced_panel_comp>=50_leakage_free|illumina	MAGICC V5	magicc	14	14	accession	3.1765	1.9445	4.7828	2.111	0.27	4.0853	4.1056	-1.4848	0.0081	0.7555	0.3369	1.2227	0.7555	0.3369	1.2227	1.1456	-110.5529	0.0	96.925	0.0701	2.703	0.1126	5.0	False	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	illumina	14	10696	6733	False
balanced_panel_comp>=50_leakage_free|illumina	CheckM2 1.0.1	checkm2	14	14	accession	2.1265	1.3903	2.9606	1.4689	0.3352	2.6172	2.6159	-0.0088	0.4673	1.8941	0.8976	3.0939	1.8941	0.8976	3.0939	2.8227	-676.2674	0.0	96.925	0.0701	2.703	0.1126	5.0	False	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	illumina	14	10696	6733	False
balanced_panel_comp>=50_leakage_free|illumina	CoCoPyE 0.5.0	cocopye	14	14	accession	2.4038	1.4169	3.458	2.3814	1.384	3.4443	3.0703	-0.3896	0.4565	2.9545	0.5244	5.9097	2.898	0.4541	5.8859	5.9679	-3026.4876	0.0	96.925	0.0701	2.703	0.1126	5.0	False	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	illumina	14	10696	6733	False
balanced_panel_comp>=50_leakage_free|illumina	DeepCheck	deepcheck	14	14	accession	1.8513	0.8616	2.9314	-0.3425	-1.8452	0.975	2.7179	-0.089	0.5308	0.9531	0.4023	1.7148	0.8393	0.2239	1.6403	1.5822	-211.7978	0.0376	96.925	0.0701	2.703	0.1126	5.0	False	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	illumina	14	10696	6733	False
balanced_panel_comp>=50_leakage_free|s5	MAGICC V5	magicc	14	14	accession	5.3249	3.1711	7.5554	4.0623	1.1818	6.923	6.8273	-0.4763	0.1982	0.6493	0.3628	0.9634	-0.0818	-0.5375	0.3726	0.8746	-0.2617	0.0551	92.637	0.9038	5.831	0.808	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	s5	14	6522	11462	False
balanced_panel_comp>=50_leakage_free|s5	CheckM2 1.0.1	checkm2	14	14	accession	5.3625	3.2656	7.7278	-1.5485	-5.3287	1.6936	6.7777	-0.4549	0.7804	2.8448	1.6406	4.3122	2.7819	1.5555	4.2749	3.8198	-23.0672	0.4356	92.637	0.9038	5.831	0.808	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	s5	14	6522	11462	False
balanced_panel_comp>=50_leakage_free|s5	CoCoPyE 0.5.0	cocopye	14	14	accession	4.1546	2.4751	5.9908	3.8789	2.0065	5.8241	5.3511	0.0931	0.5698	9.7515	4.7378	15.2485	9.6881	4.6859	15.2308	13.6523	-306.4361	0.3608	92.637	0.9038	5.831	0.808	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	s5	14	6522	11462	False
balanced_panel_comp>=50_leakage_free|s5	DeepCheck	deepcheck	14	14	accession	6.4156	3.2747	10.0323	-5.2076	-9.3015	-1.5445	8.9396	-1.5311	0.7584	1.8901	1.0291	2.9388	1.6702	0.6684	2.8346	2.6343	-10.4468	0.3443	92.637	0.9038	5.831	0.808	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	s5	14	6522	11462	False
balanced_panel_comp>=50_leakage_free|proton	MAGICC V5	magicc	14	14	accession	5.3516	3.1211	7.5911	4.1904	1.2488	7.0169	6.875	-0.3386	0.2386	0.5237	0.2721	0.8454	0.0982	-0.2704	0.5118	0.7778	-2.3809	0.0151	92.128	0.6836	6.167	0.439	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	proton	14	5244	12130	False
balanced_panel_comp>=50_leakage_free|proton	CheckM2 1.0.1	checkm2	14	14	accession	6.2725	3.5748	9.4307	-4.4235	-8.3885	-0.9118	8.2716	-0.9377	0.7665	3.4107	2.4286	4.4179	3.4107	2.4286	4.4179	3.911	-84.4816	0.4932	92.128	0.6836	6.167	0.439	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	proton	14	5244	12130	False
balanced_panel_comp>=50_leakage_free|proton	CoCoPyE 0.5.0	cocopye	14	14	accession	3.8755	2.1412	5.7406	3.8611	2.1088	5.7406	5.1643	0.2447	0.6773	12.7055	7.7339	18.1575	12.7055	7.7339	18.1575	16.1347	-1453.8442	0.3787	92.128	0.6836	6.167	0.439	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	proton	14	5244	12130	False
balanced_panel_comp>=50_leakage_free|proton	DeepCheck	deepcheck	14	14	accession	8.1597	4.3831	12.4381	-7.9721	-12.3652	-4.1285	11.0564	-2.462	0.7571	2.079	1.1657	3.0737	2.0677	1.1392	3.069	2.7481	-41.2041	0.455	92.128	0.6836	6.167	0.439	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	proton	14	5244	12130	False
balanced_panel_comp>=50_leakage_free|mgiseq_2000	MAGICC V5	magicc	14	14	accession	4.4308	2.6133	6.2495	3.3505	0.9589	5.7135	5.6271	0.4622	0.6529	0.683	0.3101	1.1011	0.683	0.3101	1.1011	1.0411	-155.0376	0.0092	92.854	0.0578	7.963	0.0865	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	mgiseq_2000	14	2231	23092	False
balanced_panel_comp>=50_leakage_free|mgiseq_2000	CheckM2 1.0.1	checkm2	14	14	accession	5.252	2.7425	8.2059	-1.9965	-6.097	1.56	7.4279	0.0629	0.882	3.1493	1.7087	4.7623	3.1493	1.7087	4.7623	4.3058	-2667.9729	0.4294	92.854	0.0578	7.963	0.0865	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	mgiseq_2000	14	2231	23092	False
balanced_panel_comp>=50_leakage_free|mgiseq_2000	CoCoPyE 0.5.0	cocopye	14	14	accession	5.0626	2.7838	7.7487	5.0626	2.7838	7.7487	6.8559	0.2017	0.847	9.7397	4.3381	15.616	9.7394	4.3373	15.6156	14.1531	-28835.125	0.5621	92.854	0.0578	7.963	0.0865	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	mgiseq_2000	14	2231	23092	False
balanced_panel_comp>=50_leakage_free|mgiseq_2000	DeepCheck	deepcheck	14	14	accession	6.8327	2.9719	11.1241	-5.2778	-10.3694	-0.9022	10.1431	-0.7473	0.865	2.4043	1.1561	3.7803	2.319	1.0119	3.7202	3.4259	-1688.5968	0.4947	92.854	0.0578	7.963	0.0865	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	mgiseq_2000	14	2231	23092	False
balanced_panel_comp>=50_leakage_free|mgiseq_t7	MAGICC V5	magicc	14	14	accession	4.6682	2.9572	6.4168	3.2773	0.7617	5.7127	5.7213	0.6708	0.7807	0.6944	0.3414	1.0777	0.6944	0.3414	1.0777	1.0137	-187.4059	0.0094	92.084	0.0489	10.347	0.0766	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	mgiseq_t7	14	1645	23794	False
balanced_panel_comp>=50_leakage_free|mgiseq_t7	CheckM2 1.0.1	checkm2	14	14	accession	5.4113	2.7157	8.7583	-2.7543	-6.91	0.8072	7.7748	0.392	0.9181	2.2611	1.2287	3.4123	2.2611	1.2287	3.4123	3.0738	-1731.2477	0.2074	92.084	0.0489	10.347	0.0766	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	mgiseq_t7	14	1645	23794	False
balanced_panel_comp>=50_leakage_free|mgiseq_t7	CoCoPyE 0.5.0	cocopye	14	14	accession	5.8377	2.9495	9.4161	5.8377	2.9495	9.4161	8.5856	0.2586	0.8399	9.4907	4.2856	15.0091	9.4903	4.2847	15.0091	13.6572	-34194.9403	0.5087	92.084	0.0489	10.347	0.0766	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	mgiseq_t7	14	1645	23794	False
balanced_panel_comp>=50_leakage_free|mgiseq_t7	DeepCheck	deepcheck	14	14	accession	6.1636	2.6429	10.345	-4.7447	-9.5614	-0.7012	9.4326	0.1051	0.9199	1.737	0.7561	2.8012	1.6514	0.6447	2.7668	2.5923	-1230.9927	0.5777	92.084	0.0489	10.347	0.0766	5.0	True	False	completeness = retained dominant bp / dominant reference FULL length x 100; contamination = contaminant bp / dominant reference FULL length x 100 (MAGICC convention; identical denominator for truth and for every tool's target quantity)	fragmentation gradient	balanced_panel_comp>=50_leakage_free	mgiseq_t7	14	1645	23794	False
