genome_id	pred_completeness	pred_contamination
genome_108	82.18085479736328	0.5353793501853943
genome_121	69.8812255859375	0.9261764287948608
genome_122	82.99251556396484	4.85083532333374
genome_151	81.23847198486328	7.935080051422119
genome_187	71.61016845703125	2.0126211643218994
genome_209	93.22476959228516	24.745946884155273
genome_21	97.64186096191406	81.0840835571289
genome_218	115.14678192138672	37.98454666137695
genome_221	89.65299987792969	-0.017305463552474976
genome_245	72.49441528320312	8.284117698669434
genome_246	118.23298645019531	86.83829498291016
genome_250	66.25957489013672	4.171126365661621
genome_251	99.16230010986328	14.44195556640625
genome_254	88.56304931640625	11.462693214416504
genome_257	101.64384460449219	13.545971870422363
genome_26	102.00403594970703	14.205150604248047
genome_267	99.0045394897461	-0.5137033462524414
genome_281	90.61778259277344	-0.148019939661026
genome_306	99.87577056884766	10.82225513458252
genome_309	106.54354095458984	28.556421279907227
genome_315	98.65290832519531	0.16768351197242737
genome_317	99.1777572631836	0.09177103638648987
genome_343	112.6801986694336	28.58850860595703
genome_348	65.82022094726562	3.664584159851074
genome_355	99.22527313232422	9.054582595825195
genome_358	117.86229705810547	18.63669204711914
genome_37	99.20475006103516	1.886981725692749
genome_372	99.18599700927734	9.325477600097656
genome_375	86.92681884765625	7.075271129608154
genome_4	113.19355773925781	29.2088623046875
genome_403	64.96577453613281	0.08538104593753815
genome_412	121.26057434082031	33.027523040771484
genome_416	85.74858093261719	19.888532638549805
genome_426	72.80286407470703	9.293498039245605
genome_431	79.65817260742188	0.08569657802581787
genome_469	84.4748764038086	7.2548956871032715
genome_471	99.20333862304688	32.3228645324707
genome_48	108.9896240234375	81.62104797363281
genome_481	84.14028930664062	1.7014049291610718
genome_485	104.58917236328125	87.04151916503906
genome_51	130.16302490234375	89.11968231201172
genome_525	142.4675750732422	50.714439392089844
genome_529	86.98956298828125	4.887779235839844
genome_542	73.08094787597656	0.3667794167995453
genome_543	106.70709228515625	23.62053108215332
genome_552	105.41072845458984	19.258255004882812
genome_568	99.39134216308594	24.128257751464844
genome_590	95.36911010742188	31.652637481689453
genome_600	95.70938110351562	1.5736415386199951
genome_603	98.86811065673828	1.2117102146148682
genome_622	60.808380126953125	-0.07268264889717102
genome_635	105.69538879394531	17.45167350769043
genome_659	70.37420654296875	6.1005940437316895
genome_664	102.21707916259766	29.92335319519043
genome_670	100.7437973022461	15.693120956420898
genome_673	90.38985443115234	10.438791275024414
genome_679	89.4603042602539	9.144558906555176
genome_683	95.3055648803711	2.901413917541504
genome_689	84.14043426513672	-0.0049911439418792725
genome_700	85.69309997558594	6.285975933074951
genome_727	99.3696517944336	-0.23426711559295654
genome_74	99.53114318847656	5.97932243347168
genome_742	92.70626068115234	61.46320724487305
genome_750	93.61237335205078	23.305055618286133
genome_773	93.66758728027344	0.3582708537578583
genome_775	99.805419921875	29.770008087158203
genome_78	83.66169738769531	-0.03701522946357727
genome_780	78.84695434570312	0.01647844910621643
genome_783	68.2679443359375	-0.030451267957687378
genome_789	58.45417404174805	0.2322360873222351
genome_8	77.13807678222656	4.371381759643555
genome_802	111.83914947509766	85.92430114746094
genome_808	99.15036010742188	-0.09067505598068237
genome_811	108.926025390625	18.519582748413086
genome_814	100.74462890625	105.4971694946289
genome_815	133.72189331054688	120.22183990478516
genome_833	124.29991149902344	7.890542507171631
genome_836	87.816650390625	14.891690254211426
genome_838	61.32177734375	0.2983294427394867
genome_841	41.41086959838867	2.2646195888519287
genome_842	73.97638702392578	0.03471896052360535
genome_843	81.31906127929688	29.862245559692383
genome_864	107.88872528076172	16.73206901550293
genome_867	100.00991821289062	14.619234085083008
genome_873	78.45924377441406	8.484943389892578
genome_874	103.6407241821289	14.366730690002441
genome_886	78.5552749633789	-0.07972046732902527
genome_891	99.35820770263672	-0.026576966047286987
genome_898	73.56178283691406	0.47321879863739014
genome_909	82.3595199584961	1.5451416969299316
genome_914	40.85602951049805	0.5051698684692383
genome_918	85.79151916503906	4.94074010848999
genome_921	80.41409301757812	0.07966756820678711
genome_927	88.39215850830078	4.115076541900635
genome_935	71.37598419189453	11.821490287780762
genome_945	109.70706939697266	24.484962463378906
genome_973	100.47371673583984	34.1788330078125
genome_975	96.42204284667969	10.589920043945312
genome_985	121.67981719970703	57.4359245300293
genome_991	116.92315673828125	158.2359619140625
