genome_id	pred_completeness	pred_contamination
genome_1	58.276973724365234	0.17401576042175293
genome_100	96.73117065429688	13.463443756103516
genome_113	69.7090072631836	7.08013391494751
genome_115	96.20736694335938	32.1479606628418
genome_116	96.96268463134766	29.490459442138672
genome_117	126.70436096191406	34.411651611328125
genome_119	78.59073638916016	0.38753896951675415
genome_122	82.99251556396484	4.85083532333374
genome_124	64.82166290283203	347.68927001953125
genome_125	69.43096923828125	0.001993030309677124
genome_133	75.95393371582031	1.2979868650436401
genome_137	103.37088012695312	15.405384063720703
genome_15	99.38137817382812	9.718278884887695
genome_154	83.34671783447266	11.523869514465332
genome_156	65.2313461303711	2.2281062602996826
genome_157	57.9518928527832	0.0034831464290618896
genome_16	89.24401092529297	6.6205596923828125
genome_17	93.4049301147461	15.069741249084473
genome_174	101.61383056640625	29.405330657958984
genome_178	106.50556182861328	14.53850269317627
genome_19	73.71873474121094	-0.19301548600196838
genome_191	119.01219940185547	66.2028579711914
genome_192	87.44572448730469	10.013104438781738
genome_194	74.03831481933594	0.8497536182403564
genome_195	100.31161499023438	108.72147369384766
genome_204	79.76173400878906	0.5256906151771545
genome_21	97.64186096191406	81.0840835571289
genome_217	84.47991943359375	7.947338581085205
genome_218	115.14678192138672	37.98454666137695
genome_219	82.1144027709961	9.06488037109375
genome_220	100.11497497558594	34.462799072265625
genome_222	107.76087951660156	24.361106872558594
genome_223	110.62834167480469	28.108383178710938
genome_224	68.40695190429688	5.031123638153076
genome_231	66.0004653930664	-0.10351613163948059
genome_234	105.48865509033203	15.210416793823242
genome_244	90.29735565185547	30.397573471069336
genome_255	69.89702606201172	1.4165092706680298
genome_259	83.88800048828125	5.122023105621338
genome_260	72.35728454589844	1.9462674856185913
genome_263	99.13259887695312	13.630882263183594
genome_267	99.0045394897461	-0.5137033462524414
genome_273	127.48551177978516	24.097543716430664
genome_275	95.22454071044922	9.1742582321167
genome_278	99.82697296142578	14.717846870422363
genome_279	98.7585220336914	0.42889639735221863
genome_280	99.95364379882812	19.38857078552246
genome_281	90.61778259277344	-0.148019939661026
genome_283	85.5952377319336	-0.028537213802337646
genome_287	86.4576416015625	68.04324340820312
genome_290	100.99867248535156	12.316354751586914
genome_293	81.72321319580078	10.382883071899414
genome_295	62.63237762451172	0.13635382056236267
genome_296	64.06131744384766	0.5353175401687622
genome_297	68.04032897949219	2.471522331237793
genome_3	143.50131225585938	78.7009506225586
genome_301	89.61510467529297	24.731121063232422
genome_302	98.61750030517578	4.664009094238281
genome_306	99.87577056884766	10.82225513458252
genome_307	108.20779418945312	173.20472717285156
genome_312	119.48738098144531	18.083423614501953
genome_316	118.53981018066406	46.6507453918457
genome_317	99.1777572631836	0.09177103638648987
genome_319	84.59750366210938	14.782100677490234
genome_320	97.84159851074219	4.8637590408325195
genome_323	74.30509185791016	0.18308311700820923
genome_324	99.49266052246094	37.62092971801758
genome_33	64.80876159667969	0.23386739194393158
genome_331	69.68360137939453	0.8084532022476196
genome_334	98.59952545166016	-0.02636536955833435
genome_339	101.31304168701172	37.737545013427734
genome_344	81.66439819335938	0.18383413553237915
genome_345	54.970401763916016	2.1751821041107178
genome_35	117.54443359375	57.251834869384766
genome_353	98.7247085571289	13.747832298278809
genome_355	99.22527313232422	9.054582595825195
genome_36	107.55829620361328	27.933975219726562
genome_361	99.46678161621094	-0.3375686705112457
genome_367	79.1480484008789	-0.11761486530303955
genome_377	66.81661987304688	0.1618262380361557
genome_378	109.53346252441406	49.483943939208984
genome_392	69.62606048583984	3.788344144821167
genome_393	99.16999053955078	-0.22505000233650208
genome_394	98.869140625	9.440556526184082
genome_395	91.89443969726562	15.306886672973633
genome_397	64.19013977050781	0.15337616205215454
genome_4	113.19355773925781	29.2088623046875
genome_401	103.62885284423828	31.731304168701172
genome_407	80.36321258544922	13.172392845153809
genome_408	111.3475570678711	31.406330108642578
genome_410	88.81452941894531	14.765012741088867
genome_411	57.91047286987305	4.525257110595703
genome_412	121.26057434082031	33.027523040771484
genome_413	99.98792266845703	15.250452995300293
genome_416	85.74858093261719	19.888532638549805
genome_421	91.68536376953125	14.907923698425293
genome_423	121.2039794921875	34.04206466674805
genome_425	78.81757354736328	0.4598744213581085
genome_427	99.32037353515625	4.647439956665039
genome_431	79.65817260742188	0.08569657802581787
genome_432	69.96920013427734	5.775933265686035
genome_434	116.20233154296875	16.861919403076172
genome_436	99.48583221435547	-0.28876587748527527
genome_439	71.74047088623047	0.45466870069503784
genome_440	92.48219299316406	-0.08863955736160278
genome_446	99.74864959716797	21.835979461669922
genome_451	84.55770874023438	8.967794418334961
