bin_id	path	completeness_pct	scoreable	stratum	selection_reason	dataset	binset
s0__Otu1016.0	bins/marine/gold/s0__Otu1016.0.fna	51.38197015638524	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu1040	bins/marine/gold/s0__Otu1040.fna	51.65878205377758	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu106	bins/marine/gold/s0__Otu106.fna	51.3700056398996	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu1182	bins/marine/gold/s0__Otu1182.fna	51.38772859798199	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu1187	bins/marine/gold/s0__Otu1187.fna	51.614579582746096	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu1209	bins/marine/gold/s0__Otu1209.fna	51.511310148704624	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu130.0	bins/marine/gold/s0__Otu130.0.fna	51.49768744666185	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu1399	bins/marine/gold/s0__Otu1399.fna	51.80615027246576	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu1433	bins/marine/gold/s0__Otu1433.fna	51.442204098404346	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu2117	bins/marine/gold/s0__Otu2117.fna	51.70737489027661	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu2119.0	bins/marine/gold/s0__Otu2119.0.fna	51.30475106210093	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu22	bins/marine/gold/s0__Otu22.fna	51.5300943316313	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu2411	bins/marine/gold/s0__Otu2411.fna	51.68273307892881	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu2487	bins/marine/gold/s0__Otu2487.fna	51.63553486311026	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu255	bins/marine/gold/s0__Otu255.fna	51.64791773809622	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu696	bins/marine/gold/s0__Otu696.fna	51.634963668032086	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu797	bins/marine/gold/s0__Otu797.fna	51.35309011421762	True	0.0	stratified_by_completeness_decile	marine	gold
s0__Otu895.0	bins/marine/gold/s0__Otu895.0.fna	51.43687323519203	True	0.0	stratified_by_completeness_decile	marine	gold
s1__Otu1469.1	bins/marine/gold/s1__Otu1469.1.fna	52.625670127839776	True	0.0	stratified_by_completeness_decile	marine	gold
s2__Otu873.1	bins/marine/gold/s2__Otu873.1.fna	55.48590290847132	True	0.0	stratified_by_completeness_decile	marine	gold
s4__RNODE_100_length_1999_cov_6.33080	bins/marine/gold/s4__RNODE_100_length_1999_cov_6.33080.fna	50.56145675265554	True	0.0	stratified_by_completeness_decile	marine	gold
s4__RNODE_229_length_2135_cov_3.06673	bins/marine/gold/s4__RNODE_229_length_2135_cov_3.06673.fna	50.26975863700899	True	0.0	stratified_by_completeness_decile	marine	gold
s5__Otu1089	bins/marine/gold/s5__Otu1089.fna	52.21680442316803	True	0.0	stratified_by_completeness_decile	marine	gold
s5__Otu1129	bins/marine/gold/s5__Otu1129.fna	52.04513823049231	True	0.0	stratified_by_completeness_decile	marine	gold
s5__Otu1187	bins/marine/gold/s5__Otu1187.fna	51.85155775818614	True	0.0	stratified_by_completeness_decile	marine	gold
s5__Otu1238	bins/marine/gold/s5__Otu1238.fna	51.6901844016337	True	0.0	stratified_by_completeness_decile	marine	gold
s5__Otu1786	bins/marine/gold/s5__Otu1786.fna	51.97505149788557	True	0.0	stratified_by_completeness_decile	marine	gold
s5__Otu2362.0	bins/marine/gold/s5__Otu2362.0.fna	52.09558357366372	True	0.0	stratified_by_completeness_decile	marine	gold
s5__Otu2438	bins/marine/gold/s5__Otu2438.fna	52.01126016216433	True	0.0	stratified_by_completeness_decile	marine	gold
s5__Otu395	bins/marine/gold/s5__Otu395.fna	52.19029649023377	True	0.0	stratified_by_completeness_decile	marine	gold
s5__Otu783	bins/marine/gold/s5__Otu783.fna	52.19782435877632	True	0.0	stratified_by_completeness_decile	marine	gold
s5__Otu974	bins/marine/gold/s5__Otu974.fna	52.08580952859808	True	0.0	stratified_by_completeness_decile	marine	gold
s5__RNODE_540_length_1564_cov_3.03735	bins/marine/gold/s5__RNODE_540_length_1564_cov_3.03735.fna	53.44736842105263	True	0.0	stratified_by_completeness_decile	marine	gold
s5__RNODE_78_length_5103_cov_8.24306	bins/marine/gold/s5__RNODE_78_length_5103_cov_8.24306.fna	54.07006494784491	True	0.0	stratified_by_completeness_decile	marine	gold
s6__RNODE_341_length_3219_cov_3.63466	bins/marine/gold/s6__RNODE_341_length_3219_cov_3.63466.fna	54.01939318110729	True	0.0	stratified_by_completeness_decile	marine	gold
s6__RNODE_364_length_1571_cov_3.81278	bins/marine/gold/s6__RNODE_364_length_1571_cov_3.81278.fna	54.25435765009684	True	0.0	stratified_by_completeness_decile	marine	gold
s7__Otu1462.0	bins/marine/gold/s7__Otu1462.0.fna	52.60650747393978	True	0.0	stratified_by_completeness_decile	marine	gold
s7__Otu1472	bins/marine/gold/s7__Otu1472.fna	52.40923124446482	True	0.0	stratified_by_completeness_decile	marine	gold
s7__Otu179	bins/marine/gold/s7__Otu179.fna	52.95377753272149	True	0.0	stratified_by_completeness_decile	marine	gold
s7__Otu279	bins/marine/gold/s7__Otu279.fna	52.38728054306053	True	0.0	stratified_by_completeness_decile	marine	gold
s7__Otu316.0	bins/marine/gold/s7__Otu316.0.fna	53.14095575367216	True	0.0	stratified_by_completeness_decile	marine	gold
s7__Otu351	bins/marine/gold/s7__Otu351.fna	53.03351148634237	True	0.0	stratified_by_completeness_decile	marine	gold
s7__Otu365.0	bins/marine/gold/s7__Otu365.0.fna	52.940286201466975	True	0.0	stratified_by_completeness_decile	marine	gold
s7__Otu368	bins/marine/gold/s7__Otu368.fna	52.75578419233409	True	0.0	stratified_by_completeness_decile	marine	gold
s7__Otu457.0	bins/marine/gold/s7__Otu457.0.fna	53.00896153519837	True	0.0	stratified_by_completeness_decile	marine	gold
s7__Otu536	bins/marine/gold/s7__Otu536.fna	52.84674807418872	True	0.0	stratified_by_completeness_decile	marine	gold
s7__Otu594	bins/marine/gold/s7__Otu594.fna	52.9377431531356	True	0.0	stratified_by_completeness_decile	marine	gold
s7__Otu683.0	bins/marine/gold/s7__Otu683.0.fna	52.94751361855655	True	0.0	stratified_by_completeness_decile	marine	gold
s7__Otu797	bins/marine/gold/s7__Otu797.fna	52.54044039702016	True	0.0	stratified_by_completeness_decile	marine	gold
