bin_id	path	completeness_pct	scoreable	stratum	selection_reason	dataset	binset
s0__MIKI-NS02	bins/strain_madness/gold/s0__MIKI-NS02.fna	54.340061513968976	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s0__SP173_S54	bins/strain_madness/gold/s0__SP173_S54.fna	52.7839593999165	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s0__SP2_S86	bins/strain_madness/gold/s0__SP2_S86.fna	50.6950179732517	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s0__spades_And5237_S4_L001	bins/strain_madness/gold/s0__spades_And5237_S4_L001.fna	55.86685015405679	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s0__spades_And7225_S6_L001	bins/strain_madness/gold/s0__spades_And7225_S6_L001.fna	50.12094741599187	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s0__spades_And8344_S10_L001	bins/strain_madness/gold/s0__spades_And8344_S10_L001.fna	51.37266279339509	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s0__spades_And9353_S7_L001	bins/strain_madness/gold/s0__spades_And9353_S7_L001.fna	53.12814527560823	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s0__spades_MRSA7129_S1_L001	bins/strain_madness/gold/s0__spades_MRSA7129_S1_L001.fna	50.54224428343067	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s1__SP185_S65	bins/strain_madness/gold/s1__SP185_S65.fna	53.94250792630689	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s1__SP73_S56	bins/strain_madness/gold/s1__SP73_S56.fna	51.793554101715785	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s1__spades_And8423_S6_L001	bins/strain_madness/gold/s1__spades_And8423_S6_L001.fna	51.9900796603204	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s1__spades_ESBL5481_S10_L001	bins/strain_madness/gold/s1__spades_ESBL5481_S10_L001.fna	51.54985555029624	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s1__spades_ESBL5784_S3_L001	bins/strain_madness/gold/s1__spades_ESBL5784_S3_L001.fna	50.96209650257433	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s1__spades_ESBL6643_S3_L001	bins/strain_madness/gold/s1__spades_ESBL6643_S3_L001.fna	56.4551378301228	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s1__spades_ESBL7532_S2_L001	bins/strain_madness/gold/s1__spades_ESBL7532_S2_L001.fna	50.75934919972913	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s1__spades_ESBL7534_S10_L001	bins/strain_madness/gold/s1__spades_ESBL7534_S10_L001.fna	50.75267940428135	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s2__SP192_S71	bins/strain_madness/gold/s2__SP192_S71.fna	51.42643918476123	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s2__SP195_S74	bins/strain_madness/gold/s2__SP195_S74.fna	51.40445631568315	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s2__spades_ESBL6200_S12_L001	bins/strain_madness/gold/s2__spades_ESBL6200_S12_L001.fna	53.02183718865976	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s2__spades_ESBL6351_S5_L001	bins/strain_madness/gold/s2__spades_ESBL6351_S5_L001.fna	50.98611538795972	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s2__spades_ESBL9440_S6_L001	bins/strain_madness/gold/s2__spades_ESBL9440_S6_L001.fna	53.70705903240333	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s2__spades_MRSA9344_S6_L001	bins/strain_madness/gold/s2__spades_MRSA9344_S6_L001.fna	56.047823228825486	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s3__SP196_S75	bins/strain_madness/gold/s3__SP196_S75.fna	56.40056434668751	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s3__spades_And5284_S5_L001	bins/strain_madness/gold/s3__spades_And5284_S5_L001.fna	54.80648193431969	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s3__spades_And8909_S4_L001	bins/strain_madness/gold/s3__spades_And8909_S4_L001.fna	52.88516811956762	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s3__spades_MRSA7830_S9_L001	bins/strain_madness/gold/s3__spades_MRSA7830_S9_L001.fna	55.14544394095742	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s3__spades_MRSA8187_S8_L001	bins/strain_madness/gold/s3__spades_MRSA8187_S8_L001.fna	55.2922992602257	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s4__SP136_S17	bins/strain_madness/gold/s4__SP136_S17.fna	54.61715247956917	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s4__SP140_S21	bins/strain_madness/gold/s4__SP140_S21.fna	53.113732447637744	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s4__SP146_S27	bins/strain_madness/gold/s4__SP146_S27.fna	51.6823531793019	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s4__SP163_S44	bins/strain_madness/gold/s4__SP163_S44.fna	50.70539781110869	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s4__SP194_S73	bins/strain_madness/gold/s4__SP194_S73.fna	51.273707960577376	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s4__SP94_S75	bins/strain_madness/gold/s4__SP94_S75.fna	56.38866892267014	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s4__spades_ESBL5792_S6_L001	bins/strain_madness/gold/s4__spades_ESBL5792_S6_L001.fna	53.99820871412345	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s4__spades_ESBL9440_S6_L001	bins/strain_madness/gold/s4__spades_ESBL9440_S6_L001.fna	52.96594509027445	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s5__SP4_S3	bins/strain_madness/gold/s5__SP4_S3.fna	52.37600948463506	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s5__SP75_S58	bins/strain_madness/gold/s5__SP75_S58.fna	50.01461951744051	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s5__SP85_S68	bins/strain_madness/gold/s5__SP85_S68.fna	54.28505873537424	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s5__spades_ESBL10030_S2_L001	bins/strain_madness/gold/s5__spades_ESBL10030_S2_L001.fna	52.00225300830153	True	0.0	stratified_by_completeness_decile	strain_madness	gold
s5__spades_ESBL10055_S8_L001	bins/strain_madness/gold/s5__spades_ESBL10055_S8_L001.fna	50.27862975491151	True	0.0	stratified_by_completeness_decile	strain_madness	gold
