tool	error_type	error_rate	error_rate_pct	n	n_clusters	comp_mae	comp_mae_ci_lo	comp_mae_ci_hi	comp_bias	comp_bias_ci_lo	comp_bias_ci_hi	cont_mae	cont_mae_ci_lo	cont_mae_ci_hi	cont_bias	cont_bias_ci_lo	cont_bias_ci_hi	mimag_agreement	mimag_agreement_ci_lo	mimag_agreement_ci_hi	comp_r2	cont_r2	HQ_recall	HQ_precision	n_true_HQ	n_pred_HQ	true_comp_mean	true_cont_mean	true_comp_sd	true_cont_sd
magicc_v5	indel	0.0	0.0	80	80	4.3977	3.0734	5.9109	-0.5893	-2.4944	1.1782	2.7213	2.025	3.5482	1.0266	0.1575	2.0266	0.7625	0.6625	0.85	0.6766	0.5656	0.6923	0.9	13	10	79.352	6.91	13.837	6.88
magicc_v5	indel	0.001	0.1	80	80	4.3846	3.1153	5.9707	-0.8211	-2.5238	0.7996	2.768	2.0523	3.686	1.1214	0.2215	2.175	0.7625	0.675	0.85	0.6763	0.5263	0.6923	0.9	13	10	79.352	6.91	13.837	6.88
magicc_v5	indel	0.005	0.5	80	80	4.455	3.0981	6.0332	-1.6362	-3.3401	-0.0191	2.8091	2.1114	3.717	1.335	0.4325	2.4091	0.775	0.675	0.8625	0.6671	0.5456	0.6923	0.9	13	10	79.352	6.91	13.837	6.88
magicc_v5	indel	0.01	1.0	80	80	4.9695	3.6788	6.5469	-3.0331	-4.761	-1.3451	3.0267	2.3345	3.9684	1.6645	0.7494	2.7426	0.75	0.65	0.8375	0.6417	0.5162	0.6923	1.0	13	9	79.352	6.91	13.837	6.88
magicc_v5	indel	0.02	2.0	80	80	6.8624	5.3707	8.5364	-5.4436	-7.1706	-3.5652	3.6006	2.7447	4.6766	2.7228	1.7789	3.8986	0.7125	0.6125	0.8125	0.488	0.3079	0.3077	1.0	13	4	79.352	6.91	13.837	6.88
magicc_v5	indel	0.05	5.0	80	80	11.9271	10.1108	13.7922	-10.6664	-12.7822	-8.382	5.8123	4.4613	7.4218	5.194	3.6918	6.8748	0.6125	0.5122	0.7125	-0.114	-0.6829	0.0769	0.5	13	2	79.352	6.91	13.837	6.88
magicc_v5	chimera	0.0	0.0	80	80	4.3977	3.1224	5.979	-0.5893	-2.3942	1.0981	2.7213	2.0432	3.6371	1.0266	0.1217	2.0835	0.7625	0.6625	0.85	0.6766	0.5656	0.6923	0.9	13	10	79.352	6.91	13.837	6.88
magicc_v5	chimera	0.05	5.0	80	80	4.3977	3.1099	5.8342	-0.5889	-2.3358	1.0823	2.7212	2.0195	3.5976	1.0269	0.1307	2.0738	0.7625	0.6625	0.85	0.6765	0.5656	0.6923	0.9	13	10	79.352	6.91	13.837	6.88
magicc_v5	chimera	0.1	10.0	80	80	4.3974	3.1295	5.9669	-0.5901	-2.3742	1.0668	2.7232	2.0043	3.6173	1.0286	0.1578	2.0585	0.7625	0.675	0.85	0.6766	0.5654	0.6923	0.9	13	10	79.352	6.91	13.837	6.88
magicc_v5	chimera	0.2	20.0	80	80	4.3964	3.141	5.9788	-0.5897	-2.3484	1.2088	2.7221	2.0107	3.5499	1.0278	0.1213	2.0096	0.7625	0.6625	0.85	0.6767	0.5655	0.6923	0.9	13	10	79.352	6.91	13.837	6.88
magicc_v5	chimera	0.4	40.0	80	80	4.3978	3.0753	5.9077	-0.5894	-2.2639	1.088	2.7205	1.9997	3.5806	1.0297	0.1533	2.0529	0.7625	0.6625	0.8625	0.6765	0.5654	0.6923	0.9	13	10	79.352	6.91	13.837	6.88
magicc_v5	uneven_coverage	0.0	0.0	80	80	4.3977	3.1257	5.9947	-0.5893	-2.351	1.1285	2.7213	2.0075	3.5971	1.0266	0.1512	2.0602	0.7625	0.6625	0.8625	0.6766	0.5656	0.6923	0.9	13	10	79.352	6.91	13.837	6.88
magicc_v5	uneven_coverage	0.05	5.0	80	80	5.3731	4.1072	6.9235	2.4307	0.5613	4.0939	2.9839	2.2512	3.9174	1.5513	0.5936	2.646	0.725	0.625	0.825	0.6329	0.5116	0.6923	0.6923	13	13	79.352	6.91	13.837	6.88
magicc_v5	uneven_coverage	0.1	10.0	80	80	7.6702	6.2141	9.2283	5.2004	3.2425	7.1148	4.2801	3.2522	5.4212	2.7128	1.455	4.0828	0.6	0.4875	0.7125	0.4549	0.1283	0.3846	0.3125	13	16	79.352	6.91	13.837	6.88
magicc_v5	uneven_coverage	0.2	20.0	80	80	12.167	10.621	13.8184	8.4559	5.9499	11.0269	7.9134	5.7385	10.2847	6.6668	4.2833	9.2543	0.55	0.4375	0.6625	-0.0321	-2.6351	0.3077	0.2353	13	17	79.352	6.91	13.837	6.88
magicc_v5	uneven_coverage	0.4	40.0	80	80	15.9854	14.0707	17.9002	11.2872	8.1967	14.3489	19.3299	15.3726	23.5291	18.498	14.3733	22.7896	0.4125	0.3125	0.5125	-0.7683	-14.2243	0.1538	0.1818	13	11	79.352	6.91	13.837	6.88
checkm2	substitution	0.0	0.0	80	80	5.1075	3.886	6.4317	2.6611	1.1361	4.3044	4.3287	3.2686	5.4855	-3.4967	-4.8299	-2.2788	0.75	0.65	0.8375	0.698	0.0498	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
checkm2	substitution	0.001	0.1	80	80	5.1518	3.9882	6.3653	1.7661	0.2404	3.4635	4.3082	3.231	5.3994	-3.2036	-4.4988	-1.9455	0.75	0.65	0.85	0.702	0.0825	0.9231	0.7059	13	17	79.352	6.91	13.837	6.88
checkm2	substitution	0.005	0.5	80	80	6.5302	5.3872	7.8052	-1.1954	-2.9548	0.56	4.0857	3.1597	5.1784	-2.5821	-3.8815	-1.4107	0.8	0.7125	0.875	0.62	0.19	0.9231	0.7059	13	17	79.352	6.91	13.837	6.88
checkm2	substitution	0.01	1.0	80	80	8.7347	7.6212	9.881	-4.6735	-6.5592	-2.7776	4.3816	3.4382	5.3723	-2.2502	-3.5274	-0.9995	0.7375	0.6375	0.825	0.4653	0.2046	0.4615	0.8571	13	7	79.352	6.91	13.837	6.88
checkm2	substitution	0.02	2.0	80	80	14.5404	12.678	16.5066	-13.1728	-15.5322	-10.9444	4.4745	3.5145	5.5084	-2.1053	-3.4636	-0.7664	0.6	0.4875	0.7	-0.5138	0.1549	0.0769	1.0	13	1	79.352	6.91	13.837	6.88
checkm2	substitution	0.05	5.0	80	80	31.0668	28.2035	33.6291	-31.0668	-33.6291	-28.2035	4.9435	3.8278	6.1861	-3.8526	-5.2959	-2.5697	0.3	0.2	0.4	-4.8022	-0.1011	0.0		13	0	79.352	6.91	13.837	6.88
checkm2	substitution_titv	0.0	0.0	80	80	5.1075	3.9007	6.3855	2.6611	1.1739	4.3217	4.3287	3.2699	5.5207	-3.4967	-4.7652	-2.3265	0.75	0.65	0.8375	0.698	0.0498	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
checkm2	substitution_titv	0.001	0.1	80	80	5.3308	4.2053	6.5049	2.1642	0.6708	3.7952	4.2126	3.1315	5.3541	-3.2693	-4.5183	-2.0811	0.7375	0.6375	0.825	0.6979	0.0832	0.9231	0.5714	13	21	79.352	6.91	13.837	6.88
checkm2	substitution_titv	0.005	0.5	80	80	5.5562	4.471	6.7045	-0.2069	-1.7727	1.5266	4.1886	3.239	5.2725	-2.8767	-4.2038	-1.6581	0.775	0.675	0.8625	0.6998	0.1685	0.8462	0.6875	13	16	79.352	6.91	13.837	6.88
checkm2	substitution_titv	0.01	1.0	80	80	7.0925	5.9849	8.1892	-3.241	-4.9583	-1.3197	4.2474	3.2536	5.3224	-2.3003	-3.609	-1.0048	0.7	0.6	0.7875	0.6022	0.1428	0.3846	0.8333	13	6	79.352	6.91	13.837	6.88
checkm2	substitution_titv	0.02	2.0	80	80	11.4707	10.0942	12.9006	-9.1752	-11.2301	-7.0042	4.6486	3.6545	5.7276	-2.188	-3.5565	-0.8971	0.625	0.525	0.7375	0.085	0.0985	0.0		13	0	79.352	6.91	13.837	6.88
checkm2	substitution_titv	0.05	5.0	80	80	23.8967	21.1688	26.6734	-23.779	-26.6635	-20.971	4.7417	3.5966	5.9207	-3.5378	-4.8941	-2.1995	0.425	0.3125	0.525	-2.7604	-0.0494	0.0		13	0	79.352	6.91	13.837	6.88
checkm2	indel	0.0	0.0	80	80	5.1075	3.9995	6.4522	2.6611	1.2131	4.2996	4.3287	3.2687	5.4467	-3.4967	-4.7247	-2.273	0.75	0.6625	0.8375	0.698	0.0498	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
checkm2	indel	0.001	0.1	80	80	15.248	13.3852	17.0334	-14.6885	-16.7067	-12.606	4.5339	3.5127	5.6225	-2.3911	-3.7869	-1.0448	0.55	0.4375	0.65	-0.5633	0.0988	0.0		13	0	79.352	6.91	13.837	6.88
checkm2	indel	0.005	0.5	80	80	44.231	41.4119	47.0806	-44.231	-47.0806	-41.4119	6.1264	4.8894	7.4474	-3.6002	-5.2665	-1.9404	0.2	0.1125	0.2875	-10.0988	-0.509	0.0		13	0	79.352	6.91	13.837	6.88
checkm2	indel	0.01	1.0	80	80	46.5752	43.1457	50.1243	-46.5752	-50.1243	-43.1457	6.2862	5.0447	7.5298	-2.1686	-3.9202	-0.3256	0.225	0.1375	0.3128	-11.7106	-0.533	0.0		13	0	79.352	6.91	13.837	6.88
checkm2	indel	0.02	2.0	80	80	49.8753	45.1004	54.156	-49.6173	-54.0066	-44.7954	7.1581	6.0513	8.38	0.4624	-1.4431	2.3775	0.2	0.1125	0.3	-14.131	-0.6801	0.0		13	0	79.352	6.91	13.837	6.88
checkm2	indel	0.05	5.0	80	80	54.631	49.2071	59.9221	-54.3055	-59.8248	-48.6051	7.226	6.0784	8.4516	-0.2917	-2.2137	1.543	0.2	0.1247	0.3	-17.7493	-0.7613	0.0		13	0	79.352	6.91	13.837	6.88
checkm2	chimera	0.0	0.0	80	80	5.1075	3.9347	6.4745	2.6611	1.0894	4.2014	4.3287	3.297	5.4914	-3.4967	-4.8199	-2.3109	0.75	0.65	0.8375	0.698	0.0498	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
checkm2	chimera	0.05	5.0	80	80	5.1125	3.9135	6.3916	2.6693	1.1233	4.2232	4.3242	3.1876	5.4018	-3.4927	-4.7263	-2.2999	0.75	0.65	0.8375	0.6979	0.0514	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
checkm2	chimera	0.1	10.0	80	80	5.1188	3.9514	6.4396	2.6601	1.1011	4.1373	4.3272	3.2273	5.4545	-3.4907	-4.7401	-2.2395	0.75	0.65	0.8375	0.6975	0.051	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
checkm2	chimera	0.2	20.0	80	80	5.1246	3.9215	6.3634	2.6628	1.1062	4.2196	4.3298	3.2111	5.5233	-3.4981	-4.7561	-2.2167	0.75	0.65	0.8375	0.6973	0.0513	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
checkm2	chimera	0.4	40.0	80	80	5.178	3.973	6.5782	2.5885	1.0247	4.3342	4.3213	3.2488	5.493	-3.4951	-4.7107	-2.2874	0.75	0.65	0.85	0.6947	0.0553	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
checkm2	uneven_coverage	0.0	0.0	80	80	5.1075	4.001	6.4428	2.6611	1.1481	4.3555	4.3287	3.2242	5.5173	-3.4967	-4.7908	-2.3172	0.75	0.65	0.8375	0.698	0.0498	0.9231	0.6	13	20	79.352	6.91	13.837	6.88
checkm2	uneven_coverage	0.05	5.0	80	80	5.2671	4.0925	6.5325	2.6347	1.0074	4.2329	4.9294	4.0524	5.8771	0.627	-0.8087	2.0405	0.7	0.5997	0.8	0.6837	0.1253	0.2308	0.5	13	6	79.352	6.91	13.837	6.88
checkm2	uneven_coverage	0.1	10.0	80	80	5.1152	3.9377	6.3604	2.6598	1.1336	4.2769	6.8569	5.9726	7.8517	4.6324	3.0696	6.1545	0.475	0.3625	0.5875	0.6963	-0.3674	0.0		13	0	79.352	6.91	13.837	6.88
checkm2	uneven_coverage	0.2	20.0	80	80	5.196	3.9975	6.3846	2.0748	0.4947	3.6225	12.0168	10.6531	13.4161	11.0718	9.3158	12.8281	0.25	0.15	0.3375	0.7093	-2.9031	0.0	0.0	13	1	79.352	6.91	13.837	6.88
checkm2	uneven_coverage	0.4	40.0	80	80	5.5197	4.3501	6.7968	1.4913	-0.1635	3.0933	22.8267	20.7696	24.9724	22.7802	20.7094	24.9301	0.1875	0.1125	0.275	0.6764	-11.8875	0.0		13	0	79.352	6.91	13.837	6.88
cocopye	substitution	0.0	0.0	80	80	4.3803	3.3511	5.5846	-0.9738	-2.5483	0.4059	2.8628	2.2189	3.4809	0.4674	-0.4254	1.3245	0.825	0.7375	0.9125	0.7615	0.6539	0.7692	0.9091	13	11	79.352	6.91	13.837	6.88
cocopye	substitution	0.001	0.1	80	80	4.2424	3.2137	5.4404	-1.0215	-2.4381	0.3624	3.2217	2.596	3.9161	1.5517	0.698	2.4812	0.7875	0.7	0.875	0.7739	0.5894	0.6923	0.9	13	10	79.352	6.91	13.837	6.88
cocopye	substitution	0.005	0.5	80	80	4.7044	3.5225	5.9699	-1.2654	-2.8638	0.2944	6.2109	5.454	7.0625	5.5309	4.5444	6.5689	0.55	0.4375	0.6625	0.7184	-0.0793	0.1538	1.0	13	2	79.352	6.91	13.837	6.88
cocopye	substitution	0.01	1.0	80	80	4.8178	3.6854	6.0171	-1.5476	-3.1102	-0.0477	9.8676	8.6871	11.1722	9.8116	8.6166	11.122	0.3	0.2	0.4	0.7276	-1.7699	0.0		13	0	79.352	6.91	13.837	6.88
cocopye	substitution	0.02	2.0	80	80	4.9951	3.8587	6.2147	-1.6288	-3.2264	-0.0783	17.1327	15.3843	18.9643	17.1327	15.3843	18.9643	0.1875	0.1125	0.275	0.7236	-6.6514	0.0		13	0	79.352	6.91	13.837	6.88
cocopye	substitution	0.05	5.0	80	80	6.1058	4.722	7.6045	-2.9362	-4.9077	-1.2468	33.945	30.8818	37.1696	33.945	30.8818	37.1696	0.1875	0.1	0.275	0.5781	-27.6029	0.0		13	0	79.352	6.91	13.837	6.88
cocopye	substitution_titv	0.0	0.0	80	80	4.3803	3.3055	5.5958	-0.9738	-2.4976	0.4292	2.8628	2.2613	3.5168	0.4674	-0.4129	1.3882	0.825	0.7375	0.9	0.7615	0.6539	0.7692	0.9091	13	11	79.352	6.91	13.837	6.88
cocopye	substitution_titv	0.001	0.1	80	80	4.48	3.4025	5.6351	-1.0632	-2.5678	0.3458	3.0967	2.4918	3.783	1.1842	0.2952	2.0699	0.8	0.7125	0.875	0.7559	0.6108	0.7692	0.9091	13	11	79.352	6.91	13.837	6.88
cocopye	substitution_titv	0.005	0.5	80	80	4.7829	3.6777	6.0597	-1.1367	-2.7224	0.348	4.9085	4.113	5.6975	4.3719	3.4317	5.2846	0.6625	0.55	0.7625	0.7254	0.2123	0.2308	1.0	13	3	79.352	6.91	13.837	6.88
cocopye	substitution_titv	0.01	1.0	80	80	4.7597	3.5931	6.0452	-1.1899	-2.7972	0.2721	7.774	6.7414	8.8743	7.5119	6.3744	8.6548	0.4375	0.325	0.55	0.7319	-0.7454	0.0		13	0	79.352	6.91	13.837	6.88
cocopye	substitution_titv	0.02	2.0	80	80	4.6369	3.6383	5.8439	-1.5615	-3.0478	-0.1556	13.1142	11.8123	14.5092	13.1142	11.8123	14.5092	0.2	0.1125	0.2875	0.7562	-3.4283	0.0		13	0	79.352	6.91	13.837	6.88
cocopye	substitution_titv	0.05	5.0	80	80	5.9497	4.6155	7.4626	-2.774	-4.7408	-1.0422	25.8756	23.2316	28.3593	25.8756	23.2316	28.3593	0.1875	0.1	0.275	0.5873	-15.9983	0.0		13	0	79.352	6.91	13.837	6.88
cocopye	indel	0.0	0.0	80	80	4.3803	3.298	5.5257	-0.9738	-2.4078	0.4205	2.8628	2.2657	3.5058	0.4674	-0.4198	1.333	0.825	0.7375	0.9	0.7615	0.6539	0.7692	0.9091	13	11	79.352	6.91	13.837	6.88
cocopye	indel	0.001	0.1	80	80	5.1364	4.0917	6.2362	-0.4288	-1.9526	1.0638	22.5028	20.5113	24.4226	22.5028	20.5113	24.4226	0.1875	0.1125	0.275	0.7372	-11.384	0.0		13	0	79.352	6.91	13.837	6.88
cocopye	indel	0.005	0.5	80	80	5.216	4.0499	6.5191	0.1462	-1.5642	1.7455	87.5243	81.7198	92.854	87.5243	81.7198	92.854	0.1875	0.1	0.275	0.6866	-175.1681	0.0		13	0	79.352	6.91	13.837	6.88
cocopye	indel	0.01	1.0	80	80	5.4598	4.1352	7.133	-0.7339	-2.7486	1.0213	126.0688	117.746	134.2105	126.0688	117.746	134.2105	0.1875	0.1125	0.275	0.6302	-364.506	0.0		13	0	79.352	6.91	13.837	6.88
cocopye	indel	0.02	2.0	80	80	6.1147	4.7665	7.6758	-2.836	-4.7098	-0.9885	143.2029	133.1122	153.8762	143.2029	133.1122	153.8762	0.1875	0.1125	0.275	0.5674	-478.8615	0.0		13	0	79.352	6.91	13.837	6.88
cocopye	indel	0.05	5.0	80	80	15.3063	13.1711	17.5627	-14.8251	-17.2075	-12.4938	77.8915	71.3941	84.8189	77.8915	71.3941	84.8189	0.1875	0.1125	0.275	-0.7986	-149.9534	0.0		13	0	79.352	6.91	13.837	6.88
cocopye	chimera	0.0	0.0	80	80	4.3803	3.3036	5.5292	-0.9738	-2.5089	0.4565	2.8628	2.2812	3.5416	0.4674	-0.427	1.3971	0.825	0.7375	0.9	0.7615	0.6539	0.7692	0.9091	13	11	79.352	6.91	13.837	6.88
cocopye	chimera	0.05	5.0	80	80	4.3804	3.3293	5.5433	-0.9737	-2.4923	0.4132	2.8622	2.233	3.4934	0.468	-0.4102	1.3585	0.825	0.7375	0.9	0.7615	0.654	0.7692	0.9091	13	11	79.352	6.91	13.837	6.88
cocopye	chimera	0.1	10.0	80	80	4.3812	3.3757	5.5554	-0.9739	-2.5072	0.4551	2.8603	2.2493	3.505	0.4643	-0.4624	1.3392	0.825	0.7375	0.9	0.7615	0.6543	0.7692	0.9091	13	11	79.352	6.91	13.837	6.88
cocopye	chimera	0.2	20.0	80	80	4.378	3.347	5.5606	-0.9768	-2.4992	0.4298	2.8756	2.249	3.5388	0.4792	-0.4078	1.3954	0.825	0.7375	0.9125	0.7616	0.6511	0.7692	0.9091	13	11	79.352	6.91	13.837	6.88
cocopye	chimera	0.4	40.0	80	80	4.3813	3.3221	5.6316	-0.9744	-2.4682	0.4303	2.8653	2.2458	3.536	0.4701	-0.4342	1.3514	0.825	0.7375	0.9	0.7615	0.6543	0.7692	0.9091	13	11	79.352	6.91	13.837	6.88
cocopye	uneven_coverage	0.0	0.0	80	80	4.3803	3.3461	5.5867	-0.9738	-2.4919	0.4512	2.8628	2.2412	3.5742	0.4674	-0.427	1.4032	0.825	0.7375	0.9	0.7615	0.6539	0.7692	0.9091	13	11	79.352	6.91	13.837	6.88
cocopye	uneven_coverage	0.05	5.0	80	80	4.4443	3.4266	5.708	-0.9271	-2.5101	0.512	4.8304	4.0369	5.629	3.7187	2.6812	4.7624	0.7125	0.6125	0.8125	0.7557	0.212	0.3846	0.8333	13	6	79.352	6.91	13.837	6.88
cocopye	uneven_coverage	0.1	10.0	80	80	4.8822	3.7755	6.0845	-1.1173	-2.7443	0.491	8.5796	7.2399	9.9757	7.8417	6.3096	9.427	0.4375	0.325	0.55	0.7271	-1.3682	0.2308	1.0	13	3	79.352	6.91	13.837	6.88
cocopye	uneven_coverage	0.2	20.0	80	80	5.1648	4.0496	6.4239	-0.8996	-2.5425	0.672	14.7161	12.4812	16.9718	14.6456	12.4162	16.929	0.2875	0.1875	0.3875	0.6984	-5.8874	0.0	0.0	13	1	79.352	6.91	13.837	6.88
