set	set_label	tool	tool_label	n	n_clusters	completeness_mae	completeness_mae_ci_lo	completeness_mae_ci_hi	completeness_r2_cod	completeness_r2_cod_ci_lo	completeness_r2_cod_ci_hi	completeness_bias	completeness_bias_ci_lo	completeness_bias_ci_hi	completeness_r2_omitted_reason	contamination_mae	contamination_mae_ci_lo	contamination_mae_ci_hi	contamination_r2_cod	contamination_r2_cod_ci_lo	contamination_r2_cod_ci_hi	contamination_bias	contamination_bias_ci_lo	contamination_bias_ci_hi	contamination_r2_omitted_reason
set_D_clean	Set D-clean (Archaea, held-out test split)	cocopye	CoCoPyE	1000	100	6.328933547884035	5.545603705765131	7.271577453312368	0.6167633047519365	0.4626433639146989	0.7314858603251215	0.3172937584862882	-0.9504756578411606	1.4244136599779316		21.246160949803592	19.95720178481073	22.530509190092808	-0.1806954079937681	-0.3037637035800383	-0.0659435347105956	-20.18579595129864	-21.66159856472299	-18.59628417639981	
set_D_clean	Set D-clean (Archaea, held-out test split)	deepcheck	DeepCheck	1000	100	8.781975051932617	8.024929441069428	9.625831300010828	0.3806883517326176	0.2506211740212832	0.4980680049464451	4.727755402328614	3.4306959734189766	6.00094006872281		38.95713440537838	37.48721732718522	40.48516068650924	-2.311374996404587	-2.589836836829595	-2.070337626306537	-38.83864837836428	-40.36985432878044	-37.37237853324682	
set_E	Set E (realistic mixture)	magicc_v5	MAGICC v5	1000	785	5.485888223766055	5.0367441372509445	5.950119756012367	0.7069266729196131	0.6615295506413954	0.7519682445340964	1.127684293070554	0.5537020946844313	1.6813018085730906		5.657874715238257	5.192880971229834	6.146184773430357	0.9132454120486112	0.8980125705945339	0.9268166525633972	-3.118245101980753	-3.682026824361342	-2.535799121585367	
set_E	Set E (realistic mixture)	checkm2	CheckM2	1000	785	9.139516691419486	8.481942023872813	9.800010382216392	0.2490487682411338	0.1650550214269032	0.3266092962713582	8.320045555070553	7.625802538022998	9.037720005133384		18.47213818642574	17.252831947309105	19.751440098056484	0.3027351694321644	0.2303609755690554	0.3744937434783206	-16.895327377777253	-18.26956198216332	-15.515738354512033	
set_E	Set E (realistic mixture)	cocopye	CoCoPyE	1000	785	5.655966807107449	5.21820390644324	6.104349609851316	0.6955454274510736	0.6540445109575712	0.7342759154417373	3.8220326109740297	3.289114216414398	4.330716195605185		13.522513429383515	12.618682951076057	14.496593014915993	0.594448050330755	0.545865447303363	0.640069673603093	-7.754521902891145	-9.016584146141223	-6.456948190174435	
set_E	Set E (realistic mixture)	deepcheck	DeepCheck	1000	785	11.694699721773006	10.9850682577197	12.410356912505849	0.009289323034256	-0.0976464691073746	0.1084784711064502	10.206720020555172	9.412870923260977	10.996747689289691		25.43113911968649	23.88441042743308	27.10100483973467	-0.2956322270449247	-0.4949068545876474	-0.1228396871195799	-17.876652731600558	-19.91361556662017	-15.72935676380391	
POOLED_leakage_free_5_sets	POOLED, leakage-free 5 sets (n=5,000)	magicc_v5	MAGICC v5	5000	1648	4.617909554275892	4.338081551006194	4.89195357916331	0.785268420102997	0.7583219125151082	0.8109477097328083	-0.8669096883584343	-1.2715353800780973	-0.4470052911240862		5.308570202842226	5.062282784118801	5.575498764831318	0.9149285732132786	0.90495213673252	0.9232926810168536	-1.962599529122813	-2.333096546474505	-1.5563066084252033	
POOLED_leakage_free_5_sets	POOLED, leakage-free 5 sets (n=5,000)	checkm2	CheckM2	5000	1648	5.803057473478257	5.601586717688657	6.014405463871044	0.6659445071646384	0.6433701469080144	0.6876363426591284	2.528057042641566	2.2636830321183337	2.796868632664385		22.14472900462183	21.617375353115584	22.68200775559889	-0.1184808611552252	-0.1531672139562039	-0.0852521362445719	-21.02968472038515	-21.608344725964383	-20.45712575815643	
POOLED_leakage_free_5_sets	POOLED, leakage-free 5 sets (n=5,000)	cocopye	CoCoPyE	5000	1648	6.808784353809474	6.565048366298918	7.065742296573184	0.5541470028396178	0.5186966557917089	0.5858566048875077	-2.6412714485121023	-2.975291507841804	-2.3288966446665893		15.986878102291428	15.511034743334024	16.46778683988256	0.3319566544657715	0.3034025322584014	0.3589771636058679	-12.52145598680747	-13.105981879832653	-11.987138008783012	
POOLED_leakage_free_5_sets	POOLED, leakage-free 5 sets (n=5,000)	deepcheck	DeepCheck	5000	1648	9.830998329796966	9.5222624999459	10.17129217256155	0.3046279433703751	0.260819683767825	0.3459117520068342	0.7487216601342412	0.3426060151434892	1.1613606503959293		26.43310835772811	25.822807523601742	27.052463832483117	-0.5033288913929055	-0.5617093713490076	-0.4543785160745839	-23.73615883502133	-24.46562893008288	-23.046015461670283	
POOLED_manuscript_5_sets	POOLED, submitted-manuscript 5 sets (leaky C/D)	magicc_v5	MAGICC v5	5000	4386	3.792954729633448	3.630283489212874	3.9552097113717344	0.8374886923562121	0.8213731520285769	0.8522971577157091	0.1297555761091502	-0.051086944851214	0.3268818319875776		5.39440220467942	5.175124771540316	5.6166709138849535	0.9153527508628831	0.9092713858551514	0.9216944792606911	-3.1067703825957507	-3.350529097191926	-2.858106900526644	
POOLED_manuscript_5_sets	POOLED, submitted-manuscript 5 sets (leaky C/D)	checkm2	CheckM2	5000	4386	6.002811375961961	5.778117712761833	6.242272542873598	0.6367457103925633	0.6117345173772166	0.659778119975473	2.519813332109151	2.251709730165017	2.7908770765955127		23.14080418497385	22.41425273567973	23.840647653473667	-0.1358725220475487	-0.1784886732731808	-0.0931489665541536	-22.03191236568609	-22.757727278949574	-21.285150107308688	
POOLED_manuscript_5_sets	POOLED, submitted-manuscript 5 sets (leaky C/D)	cocopye	CoCoPyE	5000	4386	7.027337968677023	6.764875072577705	7.294208986550906	0.5285561038582232	0.4980594421803906	0.5591474014400201	-2.682379888291625	-2.9878406037160845	-2.366606309321136		16.959102434733403	16.357068809973054	17.529634021768718	0.2915342432391969	0.2587340228293926	0.3250130286414527	-13.294954380709507	-13.949620482303263	-12.638067551202896	
POOLED_manuscript_5_sets	POOLED, submitted-manuscript 5 sets (leaky C/D)	deepcheck	DeepCheck	5000	4386	10.10071923083457	9.81227017889288	10.388032542631532	0.2694301636907166	0.2297657054915027	0.3069341314455472	0.7164985986039014	0.3291072749485238	1.114367568256034		27.5739513515122	26.742015429736544	28.35087040304188	-0.5075563131362193	-0.5681960789073031	-0.4448431039794377	-24.738937569478068	-25.613766205940205	-23.864375170885	
